,0,1,2,3,4,5,6,7,8,name,dispointstrict,district,state,extraction_date
944,"<img src=""grosplan/PA/PA_0945-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_945 [30 pts]</b>",Date de pose : 29/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;11&quot;);"">Paris - 11ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : novembre 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_945/"" target=""_blank"">hashtag #PA_945</a></font>","<div id=""image56""><a class=""chocolat-image"" href=""photos/PA/PA_0945-avril2015.jpg"" title=""PA_0945-avril2015""><img src=""images/PA/PA_0945-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_945,30,Paris - 11ème arrondissement,OK,2025-01-31
945,"<img src=""grosplan/PA/PA_0946-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_946 [20 pts]</b>",Date de pose : 29/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;10&quot;);"">Paris - 10ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Dégradé",Date et source : juin 2023,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_946/"" target=""_blank"">hashtag #PA_946</a></font>","<div id=""image57""><a class=""chocolat-image"" href=""photos/PA/PA_0946-avril2015.jpg"" title=""PA_0946-avril2015""><img src=""images/PA/PA_0946-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image58""><a class=""chocolat-image"" href=""photos/PA/PA_0946-juin2023.jpg"" title=""PA_0946-juin2023""><img src=""images/PA/PA_0946-juin2023.jpg"" width=""300"" class=""imagelien""></a></div>",PA_946,20,Paris - 10ème arrondissement,Dégradé,2025-01-31
946,"<img src=""grosplan/PA/PA_0947-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_947 [20 pts]</b>",Date de pose : 29/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;10&quot;);"">Paris - 10ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : décembre 2017 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_947/"" target=""_blank"">hashtag #PA_947</a></font>","<div id=""image59""><a class=""chocolat-image"" href=""photos/PA/PA_0947-decembre2017.jpg"" title=""PA_0947-decembre2017""><img src=""images/PA/PA_0947-decembre2017.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_947,20,Paris - 10ème arrondissement,OK,2025-01-31
947,"<img src=""grosplan/PA/PA_0948-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_948 [30 pts]</b>",Date de pose : 29/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;10&quot;);"">Paris - 10ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : novembre 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_948/"" target=""_blank"">hashtag #PA_948</a></font>","<div id=""image60""><a class=""chocolat-image"" href=""photos/PA/PA_0948-avril2019.jpg"" title=""PA_0948-avril2019""><img src=""images/PA/PA_0948-avril2019.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_948,30,Paris - 10ème arrondissement,OK,2025-01-31
948,"<img src=""grosplan/PA/PA_0949-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_949 [50 pts]</b>",Date de pose : 03/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;15&quot;);"">Paris - 15ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : octobre 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_949/"" target=""_blank"">hashtag #PA_949</a></font>","<img src=""images/PA/PA_0949-archive.jpg"" width=""300"">",&nbsp;,PA_949,50,Paris - 15ème arrondissement,OK,2025-01-31
94,"<img src=""grosplan/PA/PA_0095-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_95 [10 pts]</b>",Date de pose : 31/08/1998,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;02&quot;);"">Paris - 2ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : juillet 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_95/"" target=""_blank"">hashtag #PA_95</a></font>","<div id=""image60""><a class=""chocolat-image"" href=""photos/PA/PA_0095-septembre2016.jpg"" title=""PA_0095-septembre2016""><img src=""images/PA/PA_0095-septembre2016.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_95,10,Paris - 2ème arrondissement,OK,2025-01-31
949,"<img src=""grosplan/PA/PA_0950-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_950 [20 pts]</b>",Date de pose : 03/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;15&quot;);"">Paris - 15ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Un peu dégradé",Date et source : avril 2021 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_950/"" target=""_blank"">hashtag #PA_950</a></font>","<div id=""image61""><a class=""chocolat-image"" href=""photos/PA/PA_0950-avril2015.jpg"" title=""PA_0950-avril2015""><img src=""images/PA/PA_0950-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image62""><a class=""chocolat-image"" href=""photos/PA/PA_0950-avril2021.jpg"" title=""PA_0950-avril2021""><img src=""images/PA/PA_0950-avril2021.jpg"" width=""300"" class=""imagelien""></a></div>",PA_950,20,Paris - 15ème arrondissement,Un peu dégradé,2025-01-31
950,"<img src=""grosplan/PA/PA_0951-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_951 [10 pts]</b>",Date de pose : 03/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;15&quot;);"">Paris - 15ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : avril 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_951/"" target=""_blank"">hashtag #PA_951</a></font>","<div id=""image0""><a class=""chocolat-image"" href=""photos/PA/PA_0951-avril2015.jpg"" title=""PA_0951-avril2015""><img src=""images/PA/PA_0951-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_951,10,Paris - 15ème arrondissement,OK,2025-01-31
951,"<img src=""grosplan/PA/PA_0952-grosplan.png"" title=""DONNER SES DONNEES, REPRENDRE C'EST VOLER !"" width=""100"">","<font class=""normal""><b>PA_952 [20 pts]</b>",Date de pose : 03/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;01&quot;);"">Paris - 1er arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mai 2019 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_952/"" target=""_blank"">hashtag #PA_952</a></font>","<div id=""image1""><a class=""chocolat-image"" href=""photos/PA/PA_0952-mai2019.jpg"" title=""PA_0952-mai2019""><img src=""images/PA/PA_0952-mai2019.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_952,20,Paris - 1er arrondissement,OK,2025-01-31
952,"<img src=""grosplan/PA/PA_0953-grosplan.png"" title=""IT'S ME! MARIO!"" width=""100"">","<font class=""normal""><b>PA_953 [50 pts]</b>",Date de pose : 23/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;04&quot;);"">Paris - 4ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : janvier 2019 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_953/"" target=""_blank"">hashtag #PA_953</a></font>","<div id=""image2""><a class=""chocolat-image"" href=""photos/PA/PA_0953-janvier2019.jpg"" title=""PA_0953-janvier2019""><img src=""images/PA/PA_0953-janvier2019.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_953,50,Paris - 4ème arrondissement,OK,2025-01-31
953,"<img src=""grosplan/PA/PA_0954-grosplan.png"" title=""FUCK UFF"" width=""100"">","<font class=""normal""><b>PA_954 [30 pts]</b>",Date de pose : 24/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;03&quot;);"">Paris - 3ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : août 2023 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_954/"" target=""_blank"">hashtag #PA_954</a></font>","<img src=""images/PA/PA_0954-archive.jpg"" width=""300"">",&nbsp;,PA_954,30,Paris - 3ème arrondissement,OK,2025-01-31
954,"<img src=""grosplan/PA/PA_0955-grosplan.png"" title=""LIBERATION WAS HERE !"" width=""100"">","<font class=""normal""><b>PA_955 [30 pts]</b>",Date de pose : 24/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;03&quot;);"">Paris - 3ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : juillet 2018 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_955/"" target=""_blank"">hashtag #PA_955</a></font>","<div id=""image3""><a class=""chocolat-image"" href=""photos/PA/PA_0955-mars2017.jpg"" title=""PA_0955-mars2017""><img src=""images/PA/PA_0955-mars2017.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_955,30,Paris - 3ème arrondissement,OK,2025-01-31
955,"<img src=""grosplan/PA/PA_0956-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_956 [20 pts]</b>",Date de pose : 24/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;03&quot;);"">Paris - 3ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Dégradé",Date et source : novembre 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_956/"" target=""_blank"">hashtag #PA_956</a></font>","<div id=""image4""><a class=""chocolat-image"" href=""photos/PA/PA_0956-avril2015.jpg"" title=""PA_0956-avril2015""><img src=""images/PA/PA_0956-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>","<img src=""images/PA/PA_0956-avril2019.jpg"" width=""300"">",PA_956,20,Paris - 3ème arrondissement,Dégradé,2025-01-31
956,"<img src=""grosplan/PA/PA_0957-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_957 [30 pts]</b>",Date de pose : 24/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;12&quot;);"">Paris - 12ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mars 2017 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_957/"" target=""_blank"">hashtag #PA_957</a></font>","<div id=""image5""><a class=""chocolat-image"" href=""photos/PA/PA_0957-mars2017.jpg"" title=""PA_0957-mars2017""><img src=""images/PA/PA_0957-mars2017.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_957,30,Paris - 12ème arrondissement,OK,2025-01-31
957,"<img src=""grosplan/PA/PA_0958-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_958 [30 pts]</b>",Date de pose : 24/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;12&quot;);"">Paris - 12ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : septembre 2023 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_958/"" target=""_blank"">hashtag #PA_958</a></font>","<div id=""image6""><a class=""chocolat-image"" href=""photos/PA/PA_0958-avril2019.jpg"" title=""PA_0958-avril2019""><img src=""images/PA/PA_0958-avril2019.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_958,30,Paris - 12ème arrondissement,OK,2025-01-31
958,"<img src=""grosplan/PA/PA_0959-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_959 [20 pts]</b>",Date de pose : 24/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;03&quot;);"">Paris - 3ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Dégradé",Date et source : décembre 2018 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_959/"" target=""_blank"">hashtag #PA_959</a></font>","<div id=""image7""><a class=""chocolat-image"" href=""photos/PA/PA_0959-avril2015.jpg"" title=""PA_0959-avril2015""><img src=""images/PA/PA_0959-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image8""><a class=""chocolat-image"" href=""photos/PA/PA_0959-decembre2018.jpg"" title=""PA_0959-decembre2018""><img src=""images/PA/PA_0959-decembre2018.jpg"" width=""300"" class=""imagelien""></a></div>",PA_959,20,Paris - 3ème arrondissement,Dégradé,2025-01-31
95,"<img src=""grosplan/PA/PA_0096-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_96 [10 pts]</b>",Date de pose : 31/08/1998,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;02&quot;);"">Paris - 2ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : janvier 2024 (Instagram),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_96/"" target=""_blank"">hashtag #PA_96</a></font>","<img src=""images/PA/PA_0096-archive.jpg"" width=""300"">",&nbsp;,PA_96,10,Paris - 2ème arrondissement,OK,2025-01-31
959,"<img src=""grosplan/PA/PA_0960-grosplan.png"" title=""IN THE FILE!"" width=""100"">","<font class=""normal""><b>PA_960 [20 pts]</b>",Date de pose : 24/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;11&quot;);"">Paris - 11ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : octobre 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_960/"" target=""_blank"">hashtag #PA_960</a></font>","<div id=""image9""><a class=""chocolat-image"" href=""photos/PA/PA_0960-juillet2016.jpg"" title=""PA_0960-juillet2016""><img src=""images/PA/PA_0960-juillet2016.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_960,20,Paris - 11ème arrondissement,OK,2025-01-31
960,"<img src=""grosplan/PA/PA_0961-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_961 [50 pts]</b>",Date de pose : 25/04/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;11&quot;);"">Paris - 11ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : septembre 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_961/"" target=""_blank"">hashtag #PA_961</a></font>","<div id=""image10""><a class=""chocolat-image"" href=""photos/PA/PA_0961-fevrier2018.jpg"" title=""PA_0961-fevrier2018""><img src=""images/PA/PA_0961-fevrier2018.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_961,50,Paris - 11ème arrondissement,OK,2025-01-31
961,"<img src=""grosplan/PA/PA_0962-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_962 [20 pts]</b>",Date de pose : 02/05/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;20&quot;);"">Paris - 20ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : juin 2018 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_962/"" target=""_blank"">hashtag #PA_962</a></font>","<div id=""image11""><a class=""chocolat-image"" href=""photos/PA/PA_0962-juin2018.jpg"" title=""PA_0962-juin2018""><img src=""images/PA/PA_0962-juin2018.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_962,20,Paris - 20ème arrondissement,OK,2025-01-31
962,"<img src=""grosplan/PA/PA_0963-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_963 [20 pts]</b>",Date de pose : 02/05/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;03&quot;);"">Paris - 3ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_destroyed.png"" class=""banniere"" width=""25""> Détruit !",Date et source : août 2023 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_963/"" target=""_blank"">hashtag #PA_963</a></font>","<div id=""image12""><a class=""chocolat-image"" href=""photos/PA/PA_0963-decembre2018.jpg"" title=""PA_0963-decembre2018""><img src=""images/PA/PA_0963-decembre2018.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image13""><a class=""chocolat-image"" href=""photos/PA/PA_0963-aout2023.jpg"" title=""PA_0963-aout2023""><img src=""images/PA/PA_0963-aout2023.jpg"" width=""300"" class=""imagelien""></a></div>",PA_963,20,Paris - 3ème arrondissement,Détruit !,2025-01-31
963,"<img src=""grosplan/PA/PA_0964-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_964 [30 pts]</b>",Date de pose : 02/05/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;03&quot;);"">Paris - 3ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_destroyed.png"" class=""banniere"" width=""25""> Détruit !",Date et source : septembre 2020,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_964/"" target=""_blank"">hashtag #PA_964</a></font>","<div id=""image14""><a class=""chocolat-image"" href=""photos/PA/PA_0964-mai2020.jpg"" title=""PA_0964-mai2020""><img src=""images/PA/PA_0964-mai2020.jpg"" width=""300"" class=""imagelien""></a></div>","<img src=""images/PA/PA_0964-aout2020.jpg"" width=""300"">",PA_964,30,Paris - 3ème arrondissement,Détruit !,2025-01-31
964,"<img src=""grosplan/PA/PA_0965-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_965 [30 pts]</b>",Date de pose : 02/05/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;07&quot;);"">Paris - 7ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : octobre 2024 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_965/"" target=""_blank"">hashtag #PA_965</a></font>","<div id=""image15""><a class=""chocolat-image"" href=""photos/PA/PA_0965-octobre2018.jpg"" title=""PA_0965-octobre2018""><img src=""images/PA/PA_0965-octobre2018.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_965,30,Paris - 7ème arrondissement,OK,2025-01-31
